sample_index,mcm3,ifitm2,ifitm1,cd9,ptma,zwint,snrpn,slc25a53,snap47,tecr
78521_GSM2072086_SRR3188816,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
78521_GSM2072086_SRR3188817,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
78521_GSM2072087_SRR3188818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072087_SRR3188819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072087_SRR3188820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072087_SRR3188821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072088_SRR3188822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072088_SRR3188823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072088_SRR3188824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072088_SRR3188825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072089_SRR3188826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072089_SRR3188827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072089_SRR3188828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072089_SRR3188829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072090_SRR3188830,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072090_SRR3188831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072090_SRR3188832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072090_SRR3188833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072091_SRR3188834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072091_SRR3188835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072091_SRR3188836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072091_SRR3188837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072092_SRR3188838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072092_SRR3188839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072092_SRR3188840,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072092_SRR3188841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072093_SRR3188842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072093_SRR3188843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072093_SRR3188844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072093_SRR3188845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072094_SRR3188846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072094_SRR3188847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072094_SRR3188848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072094_SRR3188849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072095_SRR3188850,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072095_SRR3188851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072095_SRR3188852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072095_SRR3188853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072096_SRR3188854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072096_SRR3188855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072096_SRR3188856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072096_SRR3188857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072097_SRR3188858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072097_SRR3188859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072097_SRR3188860,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072097_SRR3188861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072098_SRR3188862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072098_SRR3188863,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072098_SRR3188864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072098_SRR3188865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072099_SRR3188866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072099_SRR3188867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072099_SRR3188868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072099_SRR3188869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072100_SRR3188870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072100_SRR3188871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072100_SRR3188872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072100_SRR3188873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072101_SRR3188874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072101_SRR3188875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072101_SRR3188876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072101_SRR3188877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072102_SRR3188878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072102_SRR3188879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072102_SRR3188880,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072102_SRR3188881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072103_SRR3188882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072103_SRR3188883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072103_SRR3188884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072103_SRR3188885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072104_SRR3188886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072104_SRR3188887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072104_SRR3188888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072104_SRR3188889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072105_SRR3188890,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072105_SRR3188891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072105_SRR3188892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072105_SRR3188893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072106_SRR3188894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072106_SRR3188895,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
78521_GSM2072106_SRR3188896,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
78521_GSM2072106_SRR3188897,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
78521_GSM2072107_SRR3188898,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072107_SRR3188899,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072107_SRR3188900,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072107_SRR3188901,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072108_SRR3188902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072108_SRR3188903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072108_SRR3188904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072108_SRR3188905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072109_SRR3188906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072109_SRR3188907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072109_SRR3188908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072109_SRR3188909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072110_SRR3188910,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072110_SRR3188911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072110_SRR3188912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072110_SRR3188913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072111_SRR3188914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072111_SRR3188915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072111_SRR3188916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072111_SRR3188917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072112_SRR3188918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072112_SRR3188919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072112_SRR3188920,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072112_SRR3188921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072113_SRR3188922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072113_SRR3188923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072113_SRR3188924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072113_SRR3188925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072114_SRR3188926,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072114_SRR3188927,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072114_SRR3188928,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
78521_GSM2072114_SRR3188929,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072116_SRR3188934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072116_SRR3188935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072116_SRR3188936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072116_SRR3188937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072117_SRR3188938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072117_SRR3188939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072117_SRR3188940,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072117_SRR3188941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072120_SRR3188950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072120_SRR3188951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072120_SRR3188952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072120_SRR3188953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072121_SRR3188954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072121_SRR3188955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072121_SRR3188956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072121_SRR3188957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072122_SRR3188958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072122_SRR3188959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072122_SRR3188960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072122_SRR3188961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072123_SRR3188962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072123_SRR3188963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072123_SRR3188964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072123_SRR3188965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072124_SRR3188966,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072124_SRR3188967,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072124_SRR3188968,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072124_SRR3188969,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072125_SRR3188970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072125_SRR3188971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072125_SRR3188972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072125_SRR3188973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072126_SRR3188974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072126_SRR3188975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072126_SRR3188976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072126_SRR3188977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072127_SRR3188978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072127_SRR3188979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072127_SRR3188980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072127_SRR3188981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072128_SRR3188982,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072128_SRR3188983,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072128_SRR3188984,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072128_SRR3188985,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072129_SRR3188986,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
78521_GSM2072129_SRR3188987,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
78521_GSM2072129_SRR3188988,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
78521_GSM2072129_SRR3188989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072130_SRR3188990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072130_SRR3188991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072130_SRR3188992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072130_SRR3188993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072131_SRR3188994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072131_SRR3188995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072131_SRR3188996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072131_SRR3188997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072132_SRR3188998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072132_SRR3188999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072132_SRR3189000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072132_SRR3189001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072134_SRR3189006,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
78521_GSM2072134_SRR3189007,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
78521_GSM2072134_SRR3189008,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
78521_GSM2072134_SRR3189009,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
78521_GSM2072136_SRR3189014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072136_SRR3189015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072136_SRR3189016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072136_SRR3189017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072137_SRR3189018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072137_SRR3189019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072137_SRR3189020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072137_SRR3189021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072138_SRR3189022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072138_SRR3189023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072138_SRR3189024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072138_SRR3189025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072140_SRR3189030,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
78521_GSM2072140_SRR3189031,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
78521_GSM2072140_SRR3189032,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
78521_GSM2072140_SRR3189033,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
78521_GSM2072142_SRR3189038,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072142_SRR3189039,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072142_SRR3189040,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072142_SRR3189041,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072143_SRR3189042,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
78521_GSM2072143_SRR3189043,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
78521_GSM2072143_SRR3189044,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
78521_GSM2072143_SRR3189045,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
78521_GSM2072144_SRR3189046,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072144_SRR3189047,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072144_SRR3189048,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072144_SRR3189049,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072145_SRR3189050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072145_SRR3189051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072145_SRR3189052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072145_SRR3189053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072146_SRR3189054,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072146_SRR3189055,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072146_SRR3189056,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072146_SRR3189057,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072147_SRR3189058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072147_SRR3189059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072147_SRR3189060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072147_SRR3189061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072148_SRR3189062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072148_SRR3189063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072148_SRR3189064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072148_SRR3189065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072149_SRR3189066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072149_SRR3189067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072149_SRR3189068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072149_SRR3189069,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
78521_GSM2072151_SRR3189074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072151_SRR3189075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072151_SRR3189076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072151_SRR3189077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072152_SRR3189078,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
78521_GSM2072152_SRR3189079,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
78521_GSM2072152_SRR3189080,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
78521_GSM2072152_SRR3189081,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
78521_GSM2072153_SRR3189082,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
78521_GSM2072153_SRR3189083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072153_SRR3189084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072153_SRR3189085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072154_SRR3189086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072154_SRR3189087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072154_SRR3189088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072154_SRR3189089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072155_SRR3189090,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072155_SRR3189091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
