sample_index,mcm3,ifitm2,ifitm1,cd9,ptma,zwint,snrpn,slc25a53,snap47,tecr
63576_GSM1552981_SRR1660680,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63576_GSM1552983_SRR1660682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63576_GSM1552986_SRR1660685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63576_GSM1552988_SRR1660687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63576_GSM1552989_SRR1660688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63576_GSM1552990_SRR1660689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63576_GSM1552991_SRR1660690,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63576_GSM1552993_SRR1660692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63576_GSM1552995_SRR1660694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63576_GSM1552996_SRR1660695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63576_GSM1552997_SRR1660696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63576_GSM1552999_SRR1660698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63576_GSM1553000_SRR1660699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63576_GSM1553001_SRR1660700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63576_GSM1553002_SRR1660701,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
63576_GSM1553003_SRR1660702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63576_GSM1553004_SRR1660703,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
63576_GSM1553005_SRR1660704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63576_GSM1553006_SRR1660705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63576_GSM1553007_SRR1660706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63576_GSM1553008_SRR1660707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63576_GSM1553009_SRR1660708,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
63576_GSM1553011_SRR1660710,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63576_GSM1553012_SRR1660711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63576_GSM1553013_SRR1660712,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
63576_GSM1553014_SRR1660713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63576_GSM1553015_SRR1660714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63576_GSM1553016_SRR1660715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63576_GSM1553017_SRR1660716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63576_GSM1553018_SRR1660717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63576_GSM1553019_SRR1660718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63576_GSM1553020_SRR1660719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63576_GSM1553021_SRR1660720,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63576_GSM1553022_SRR1660721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63576_GSM1553023_SRR1660722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63576_GSM1553024_SRR1660723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63576_GSM1553025_SRR1660724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63576_GSM1553026_SRR1660725,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
63576_GSM1553027_SRR1660726,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
63576_GSM1553028_SRR1660727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63576_GSM1553029_SRR1660728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63576_GSM1553030_SRR1660729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63576_GSM1553031_SRR1660730,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63576_GSM1553032_SRR1660731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63576_GSM1553033_SRR1660732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63576_GSM1553034_SRR1660733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63576_GSM1553035_SRR1660734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63576_GSM1553036_SRR1660735,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
63576_GSM1553037_SRR1660736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63576_GSM1553038_SRR1660737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63576_GSM1553039_SRR1660738,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
63576_GSM1553040_SRR1660739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63576_GSM1553041_SRR1660740,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63576_GSM1553042_SRR1660741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63576_GSM1553043_SRR1660742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63576_GSM1553044_SRR1660743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63576_GSM1553045_SRR1660744,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
63576_GSM1553046_SRR1660745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63576_GSM1553047_SRR1660746,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
63576_GSM1553048_SRR1660747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63576_GSM1553049_SRR1660748,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
63576_GSM1553050_SRR1660749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63576_GSM1553051_SRR1660750,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
63576_GSM1553052_SRR1660751,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
63576_GSM1553053_SRR1660752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63576_GSM1553054_SRR1660753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63576_GSM1553055_SRR1660754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63576_GSM1553056_SRR1660755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63576_GSM1553057_SRR1660756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63576_GSM1553058_SRR1660757,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
63576_GSM1553059_SRR1660758,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
63576_GSM1553060_SRR1660759,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
63576_GSM1553061_SRR1660760,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63576_GSM1553062_SRR1660761,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
63576_GSM1553063_SRR1660762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63576_GSM1553064_SRR1660763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63576_GSM1553065_SRR1660764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63576_GSM1553066_SRR1660765,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
63576_GSM1553067_SRR1660766,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
63576_GSM1553068_SRR1660767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63576_GSM1553069_SRR1660768,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
63576_GSM1553070_SRR1660769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63576_GSM1553071_SRR1660770,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
63576_GSM1553072_SRR1660771,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
63576_GSM1553073_SRR1660772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63576_GSM1553074_SRR1660773,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
63576_GSM1553075_SRR1660774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63576_GSM1553076_SRR1660775,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
76483_GSM2099935_SRR3302360,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76483_GSM2099936_SRR3302361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76483_GSM2099937_SRR3302362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76483_GSM2099938_SRR3302364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76483_GSM2099939_SRR3302365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76483_GSM2099940_SRR3302366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76483_GSM2099941_SRR3302367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76483_GSM2099942_SRR3302368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76483_GSM2099943_SRR3302369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76483_GSM2099944_SRR3302370,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76483_GSM2099945_SRR3302371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76483_GSM2099946_SRR3302372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76483_GSM2099947_SRR3302373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76483_GSM2099948_SRR3302374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76483_GSM2099949_SRR3302375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76483_GSM2099950_SRR3302376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76483_GSM2099951_SRR3302377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76483_GSM2099952_SRR3302378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072079_SRR3188786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072079_SRR3188787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072079_SRR3188788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072079_SRR3188789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072080_SRR3188790,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072080_SRR3188791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072080_SRR3188792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072080_SRR3188793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072081_SRR3188794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072081_SRR3188795,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
78521_GSM2072081_SRR3188796,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
78521_GSM2072081_SRR3188797,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
78521_GSM2072082_SRR3188798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072082_SRR3188799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072082_SRR3188800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072082_SRR3188801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072083_SRR3188802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072083_SRR3188803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072083_SRR3188804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072083_SRR3188805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072084_SRR3188806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072084_SRR3188807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072084_SRR3188808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072084_SRR3188809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072085_SRR3188810,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072085_SRR3188811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072085_SRR3188812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072085_SRR3188813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78521_GSM2072086_SRR3188814,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
78521_GSM2072086_SRR3188815,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
